Id,Expected
6ad1468996b4a9ce6d840b53a6558038_0,
6ad1468996b4a9ce6d840b53a6558038_1,507811 25 509091 25 510371 25 511651 25 512926 35 514206 35 515486 35 516766 35 518041 45 519321 45 520601 45 521881 45 523156 50 524436 50 525716 50 526996 50 528276 55 529556 55 530836 55 532116 55 533396 55 534676 55 535956 55 537236 55 538516 60 539796 60 541076 60 542356 60 543636 60 544916 60 546196 60 547476 60 548756 65 550036 65 551316 65 552596 65 553876 70 555156 70 556436 70 557716 70 558996 70 560276 70 561556 70 562836 70 564116 75 565396 75 566676 75 567956 75 569236 80 570516 80 571796 80 573076 80 574356 80 575636 80 576916 80 578196 80 579476 85 580756 85 582036 85 583316 85 584596 85 585876 85 587156 85 588436 85 589721 80 591001 80 592281 80 593561 80 594841 80 596121 80 597401 80 598681 80 599966 75 601246 75 602526 75 603806 75 605091 70 606371 70 607651 70 608931 70 610211 65 611491 65 612771 65 614051 65 615336 55 616616 55 617896 55 619176 55 620461 45 621741 45 623021 45 624301 45 625586 35 626866 35 628146 35 629426 35 630711 20 631991 20 633271 20 634551 20
0619ebebe9e9c9d00a4262b4fe4a5a95_0,627641 40 628921 40 630201 40 631481 40 632751 40 634031 40 635311 40 636586 50 637866 50 639146 50 640426 50 641706 55 642986 55 644266 55 645546 55 646821 55 646881 5 648101 55 648161 5 649381 55 649441 5 650661 55 650721 5 651941 60 653221 60 654501 60 655781 60 657061 55 657121 5 658341 55 658401 5 659621 55 659681 5 660901 55 660961 5 662181 55 663461 55 664741 55 666021 55 667301 55 667361 5 668581 55 668641 5 669861 55 669921 5 671141 55 671201 5 672426 50 673706 50 674986 50 676266 50 677541 5 677551 45 678821 5 678831 45 680101 5 680111 45 681401 25 682681 25 683961 25 685241 25 686521 5 686531 5 686541 5 686551 5 687801 5 687811 5 687821 5 687831 5 689081 5 689091 5 689101 5 689111 5 690361 5 690371 5 690381 5 690391 5
0619ebebe9e9c9d00a4262b4fe4a5a95_1,627681 20 628961 20 630241 20 631521 20 632791 40 634071 40 635351 40 636636 45 637916 45 639196 45 640476 45 641761 45 643041 45 644321 45 645601 45 646876 5 646886 45 648156 5 648166 45 649436 5 649446 45 650716 5 650726 45 652001 50 653281 50 654561 50 655841 50 657116 5 657126 50 658396 5 658406 50 659676 5 659686 50 660956 5 660966 50 662236 65 663516 65 664796 65 666076 65 667296 5 667356 5 667366 55 668576 5 668636 5 668646 55 669856 5 669916 5 669926 55 671136 5 671196 5 671206 55 672416 10 672476 70 673696 10 673756 70 674976 10 675036 70 676256 10 676316 70 677536 5 677546 5 677596 70 678816 5 678826 5 678876 70 680096 5 680106 5 680156 70 681376 25 681426 80 682656 25 682706 80 683936 25 683986 80 685216 25 685266 80 686496 25 686526 5 686536 5 686546 5 686556 75 687776 25 687806 5 687816 5 687826 5 687836 75 689056 25 689086 5 689096 5 689106 5 689116 75 690336 25 690366 5 690376 5 690386 5 690396 75 691616 135 692896 135 694176 135 695456 135 696736 140 698016 140 699296 140 700576 140 701856 140 703136 140 704416 140 705696 140 706976 140 708256 140 709536 140 710816 140 712096 145 713376 145 714656 145 715936 145 717216 145 718496 145 719776 145 721056 145 722336 145 723616 145 724896 145 726171 150 727451 150 728731 150 730011 150 731291 150 732571 150 733851 150 735131 150 736411 150 737691 150 738971 150 740251 150 741531 150 742811 150 744091 150 745371 150 746651 150 747931 150 749211 150 750491 150 751771 150 753051 150 754331 150 755611 150 756891 150 758171 150 759451 150 760731 150 762011 150 763291 150 764571 150 765851 150 767131 150 768411 150 769691 150 770971 145 772251 145 773531 145 774811 145 776091 145 777371 145 778651 145 779931 145 781211 145 782491 145 783771 145 785051 145 786336 135 787616 135 788896 135 790176 135 791456 135 792736 135 794016 135 795296 135 796581 125 797861 125 799141 125 800421 125 801701 125 802981 125 804261 125 805541 125 806826 115 808106 115 809386 115 810666 115 811951 105 813231 105 814511 105 815796 100 817076 100 818356 100 819636 100 820916 95 822196 95 823476 95 824756 95 826046 80 827326 80 828606 80 829886 80 831171 70 832451 70 833731 70 835011 70 836301 50 837581 50 838861 50 840141 50 841441 10 842721 10 844001 10 845281 10
6231002ec4a1fe748f3085f1ce88cbdf_0,
6231002ec4a1fe748f3085f1ce88cbdf_1,68426 40 69706 40 70986 40 72266 40 73536 65 74816 65 76096 65 77376 65 78651 75 79931 75 81211 75 82491 75 83766 85 85046 85 86326 85 87606 85 88881 95 90161 95 91441 95 92721 95 94001 100 95281 100 96561 100 97661 25 97836 105 98941 25 99116 105 100221 25 100396 105 101501 25 101676 105 102776 35 102956 110 104056 35 104236 110 105336 35 105516 110 106616 35 106796 110 107896 40 108071 115 109176 40 109351 115 110456 40 110631 115 111736 40 111911 115 113011 50 113191 120 114291 50 114471 120 115571 50 115751 120 116851 50 117031 120 118131 50 118306 125 119411 50 119586 125 120691 50 120866 125 121971 60 122146 125 123251 60 123426 125 124531 60 124706 125 125811 60 125986 125 127091 65 127261 135 128371 65 128541 135 129651 65 129821 135 130931 65 131101 135 132211 70 132376 140 133491 70 133656 140 134771 70 134936 140 136051 70 136216 140 137331 70 137496 140 138611 70 138776 140 139891 70 140056 140 141171 70 141336 140 142456 60 142611 145 143736 60 143891 145 145016 60 145171 145 146451 145 147731 145 149011 145 150291 145 151566 150 152846 150 154126 150 155406 150 156681 155 157961 155 159241 155 160521 155 161801 155 163081 155 164361 155 165641 155 166916 160 168196 160 169476 160 170756 160 172036 155 173316 155 174596 155 175871 160 177151 160 178431 160 179711 160 180991 160 182271 160 183551 160 184831 160 186111 160 187391 160 188671 160 189951 160 191231 155 192511 155 193791 155 195071 155 196356 150 197636 150 198916 150 200196 150 201476 150 202756 150 204036 150 205321 140 206601 140 207881 140 209161 140 210441 140 211721 140 213001 140 214281 140 215566 130 216846 130 218126 130 219406 130 220691 120 221971 120 223251 120 224531 120 225816 115 227096 115 228376 115 229661 105 230941 105 232221 105 233501 105 234786 95 236066 95 237346 95 238626 95 239911 90 241191 90 242471 90 243751 90 245036 80 246316 80 247596 80 248876 80 250166 60 251446 60 252726 60 254011 45 255291 45 256571 45 257851 45 390891 15 392171 15 393451 15 394731 15 395986 55 397266 55 398546 55 399826 55 401096 75 402376 75 403656 75 404936 75 406206 90 407486 90 408766 90 410046 90 411321 100 412601 100 413881 100 415151 115 416431 115 417711 115 418991 115 420266 125 421546 125 422826 125 424106 125 425386 130 426666 130 427946 130 429226 130 430501 135 431781 135 433061 135 434341 135 435616 145 436896 145 438176 145 439451 150 440731 150 442011 150 443291 150 444566 160 445846 160 447126 160 448406 160 449681 165 450961 165 452241 165 453521 165 454796 170 456076 170 457356 170 458636 170 459911 175 461191 175 462471 175 463751 175 465026 180 466306 180 467586 180 468861 185 470141 185 471421 185 472701 185 473981 185 475261 185 476541 185 477821 185 479096 185 480376 185 481656 185 482936 185 484216 185 485496 185 486776 185 488056 185 489331 190 490611 190 491891 190 493171 185 494451 185 495731 185 497011 185 498291 185 499571 185 500851 185 502131 185 503411 180 504691 180 505971 180 507251 180 508526 180 509806 180 511086 180 512366 180 513646 175 514926 175 516206 175 517486 175 518761 180 520041 180 521321 180 522601 175 523881 175 525161 175 526441 175 527721 170 529001 170 530281 170 531561 170 532841 165 534121 165 535401 165 536681 165 537956 170 539236 170 540516 170 541796 170 543076 165 544356 165 545636 165 546916 160 548196 160 549476 160 550756 160 552036 155 553316 155 554596 155 555876 155 557156 150 558436 150 559716 150 560996 150 562276 145 562536 50 563556 145 563816 50 564836 145 565096 50 566116 145 566376 50 567396 140 567641 70 568676 140 568921 70 569956 140 570201 70 571236 140 571481 70 572516 130 572756 80 573796 130 574036 80 575076 130 575316 80 576361 120 576591 90 577641 120 577871 90 578921 120 579151 90 580201 120 580431 90 581481 115 581711 90 582761 115 582991 90 584041 115 584271 90 585321 115 585551 90 586606 100 586826 100 587886 100 588106 100 589166 100 589386 100 590446 100 590666 100 591726 95 591941 105 593006 95 593221 105 594286 95 594501 105 595566 95 595781 105 596851 85 597056 110 598131 85 598336 110 599411 85 599616 110 600696 70 600896 110 601976 70 602176 110 603256 70 603456 110 604536 70 604736 110 605821 50 605981 145 607101 50 607261 145 608381 50 608541 145 609661 50 609821 145 610961 5 611096 155 612241 5 612376 155 613521 5 613656 155 614801 5 614936 155 616211 155 617491 155 618771 155 620051 155 621331 155 622611 155 623891 155 625166 160 626446 160 627726 160 629006 160 630286 160 631566 160 632846 160 634126 160 635406 155 636686 155 637966 155 639246 155 640526 155 641806 155 643086 155 644366 155 645641 155 646921 155 648201 155 649481 155 650761 155 652041 155 653321 155 654601 150 655881 150 657161 150 658441 150 659721 145 661001 145 662281 145 663561 145 664836 150 666116 150 667396 150 668676 150 669956 145 671236 145 672516 145 673796 145 675071 145 676351 145 677631 145 678911 140 680191 140 681471 140 682751 140 684031 130 685311 130 686591 130 687871 130 689151 125 690431 125 691711 125 692991 125 694266 125 695546 125 696826 125 698106 125 699386 115 700666 115 701946 115 703226 115 704511 105 705791 105 707071 105 708351 100 709631 100 710911 100 712191 100 713471 90 714751 90 716031 90 717311 90 718596 80 719876 80 721156 80 722436 80 723721 60 725001 60 726281 60 727561 60 728846 45 730126 45 731406 45 732701 15 733981 15 735261 15 736541 15 753451 5 754731 5 756011 5 757291 5 762411 5 763691 5 764971 5 766251 5
e1e0ae936de314f2d95e6c487ffa651b_0,5376 35 6656 35 7936 35 9216 35 10486 85 11766 85 13046 85 14326 85 15596 110 16876 110 18156 110 19436 110 20711 125 21991 125 23271 125 24546 140 25826 140 27106 140 28386 140 29661 155 30941 155 32221 155 33501 155 34776 165 36056 165 37336 165 38616 165 39891 180 41171 180 42451 180 43731 180 45006 190 46286 190 47566 190 48846 190 50126 195 51406 195 52686 195 53966 195 55241 205 56521 205 57801 205 59081 205 60356 210 61636 210 62916 210 64196 210 65471 220 66751 220 68031 220 69311 225 70591 225 71871 225 73151 225 74426 230 75706 230 76986 230 78266 230 79541 240 80821 240 82101 240 83381 240 84661 245 85941 245 87221 245 88501 245 89776 250 91056 250 92336 250 93616 250 94891 260 96171 260 97451 260 98731 260 100011 260 101291 260 102571 260 103851 260 105126 270 106406 270 107686 270 108966 270 110241 280 111521 280 112801 280 114081 280 115361 280 116641 280 117921 280 119201 280 120481 280 121761 280 123041 280 124316 290 125596 290 126876 290 128156 290 129431 295 130711 295 131991 295 133271 295 134556 290 135836 290 137116 290 138396 290 139676 295 140956 295 142236 295 143516 295 144796 295 146076 295 147356 295 148636 295 149926 285 151206 285 152486 285 153766 285 155046 285 156326 285 157606 285 158891 285 160171 285 161451 285 162731 285 164011 285 165291 285 166571 285 167851 285 169136 280 170416 280 171696 280 172976 280 174256 280 175536 280 176816 280 178096 280 179376 280 180656 280 181936 280 183216 280 184501 275 185781 275 187061 275 188341 275 189621 275 190901 275 192181 275 193461 275 194741 275 196021 275 197301 275 198586 270 199866 270 201146 270 202426 270 203711 265 204991 265 206271 265 207551 265 208831 270 210111 270 211391 270 212671 270 213956 265 215236 265 216516 265 217796 265 219076 265 220356 265 221636 265 222916 265 224196 265 225476 265 226756 265 228036 265 229316 265 230596 265 231876 265 233156 265 234436 260 235716 260 236996 260 238276 260 239556 260 240836 260 242116 260 243396 260 244676 260 245956 260 247236 260 248516 260 249796 260 251076 260 252356 260 253636 260 254916 260 256196 260 257476 260 258756 255 260036 255 261316 255 262596 255 263876 255 265156 255 266436 255 267716 255 268996 255 270276 255 271556 255 272836 255 274111 260 275391 260 276671 260 277951 260 279231 260 280511 260 281791 260 283071 260 284351 255 285631 255 286911 255 288191 255 289471 255 290751 255 292031 255 293311 255 294591 255 295871 255 297151 255 298426 260 299706 260 300986 260 302266 260 303546 255 304826 255 306106 255 307386 255 308666 255 309946 255 311226 255 312506 255 313786 255 315066 255 316346 255 317626 255 318906 250 320186 250 321466 250 322746 250 324021 255 325301 255 326581 255 327861 255 329141 250 330421 250 331701 250 332981 250 334261 250 335541 250 336821 250 338101 245 339381 245 340661 245 341941 245 343221 245 344501 245 345781 245 347061 245 348341 240 349621 240 350901 240 352181 240 353461 235 354741 235 356021 235 357301 235 358586 225 359866 225 361146 225 362426 225 363706 220 364986 220 366266 220 367546 220 368831 210 370111 210 371391 210 372671 210 373951 205 375231 205 376511 205 377796 195 379076 195 380356 195 381636 195 382921 185 384201 185 385481 185 386761 185 388046 170 389326 170 390606 170 391886 170 393171 160 394451 160 395731 160 397011 160 398296 150 399576 150 400856 150 402136 150 403416 140 404696 140 405976 140 407256 140 408541 125 409821 125 411101 125 412381 125 413666 105 414946 105 416226 105 417516 80 418796 80 420076 80 421356 80 422671 35 423951 35 425231 35 426511 35
e1e0ae936de314f2d95e6c487ffa651b_1,
5664c1711b62f15ec83b97bb11e8e0c4_0,438016 5 439296 5 440576 5 441856 5 443131 20 444411 20 445691 20 446971 20 448251 25 449531 25 450811 25 452091 25 453366 45 454646 45 455926 45 457206 45 458486 60 459766 60 461046 60 462321 70 463601 70 464881 70 466161 70 467441 75 468721 75 470001 75 471281 75 472561 80 473841 80 475121 80 476401 80 477681 85 478961 85 480241 85 481521 85 482796 95 484076 95 485356 95 486636 95 487916 100 489196 100 490476 100 491756 100 493036 100 494316 100 495596 100 496876 100 498156 105 499436 105 500716 105 501996 105 503276 110 504556 110 505836 110 507116 110 508396 110 509676 110 510956 110 512236 115 513516 115 514796 115 516076 115 517356 120 518636 120 519916 120 521196 120 522471 125 523751 125 525031 125 526311 125 527591 130 528871 130 530151 130 531431 130 532711 130 533991 130 535271 130 536551 130 537831 135 539111 135 540391 135 541671 135 542951 135 544231 135 545511 135 546791 135 548071 135 549351 135 550631 135 551911 140 553191 140 554471 140 555751 140 557031 140 558311 140 559591 140 560871 140 562151 140 563431 140 564711 140 565991 140 567271 145 568551 145 569831 145 571111 145 572391 145 573671 145 574951 145 576231 145 577511 150 578791 150 580071 150 581351 150 582636 145 583916 145 585196 145 586476 145 587756 145 589036 145 590316 145 591596 145 592876 150 594156 150 595436 150 596721 145 598001 145 599281 145 600561 145 601846 140 603126 140 604406 140 605686 140 606966 145 608246 145 609526 145 610806 145 612086 145 613366 145 614646 145 615926 145 617211 140 618491 140 619771 140 621051 140 622331 140 623611 140 624891 140 626171 140 627456 135 628736 135 630016 135 631296 135 632576 135 633856 135 635136 135 636416 135 637696 135 638976 135 640256 135 641536 135 642816 135 644096 135 645376 135 646656 135 647936 135 649216 135 650496 135 651781 130 653061 130 654341 130 655621 130 656901 130 658181 130 659461 130 660741 130 662026 125 663306 125 664586 125 665866 125 667146 125 668426 125 669706 125 670986 125 672271 120 673551 120 674831 120 676111 120 677391 120 678671 120 679951 120 681236 115 682516 115 683796 115 685076 115 686361 110 687641 110 688921 110 690201 110 691481 110 692761 110 694041 110 695321 110 696606 105 697886 105 699166 105 700446 105 701731 95 703011 95 704291 95 705571 95 706856 90 708136 90 709416 90 710696 90 711981 85 713261 85 714541 85 715821 85 717106 80 718386 80 719666 80 720946 80 722231 70 723511 70 724791 70 726076 65 727356 65 728636 65 729916 65 731201 55 732481 55 733761 55 735041 55 736331 40 737611 40 738891 40 740171 40 741456 30 742736 30 744016 30 745296 30 746586 20 747866 20 749146 20 750426 20 751711 5 752991 5 754271 5 755551 5
5664c1711b62f15ec83b97bb11e8e0c4_1,
80cae6daedd989517cb8041ed86e5822_0,
80cae6daedd989517cb8041ed86e5822_1,602406 5 603686 5 604966 5 606246 5 607521 15 608801 15 610081 15 611361 15 612641 20 613921 20 615201 20 616481 20 617731 5 617761 20 619011 5 619041 20 620291 5 620321 20 621571 5 621601 20 622846 15 622876 25 624126 15 624156 25 625406 15 625436 25 626686 15 626716 25 627951 75 629231 75 630511 75 631791 75 633066 80 634346 80 635626 80 636891 95 638171 95 639451 95 640731 95 641996 115 643276 115 644556 115 645836 115 647106 130 648386 130 649666 130 650946 130 652221 140 653501 140 654781 140 656061 140 657336 145 658616 145 659896 145 661176 145 662451 155 663731 155 665011 155 666291 155 667566 165 668846 165 670126 165 671406 165 672681 175 673961 175 675241 175 676521 175 677796 185 679076 185 680356 185 681631 190 682911 190 684191 190 685471 190 686746 200 688026 200 689306 200 690586 200 691861 205 693141 205 694421 205 695701 205 696976 215 698256 215 699536 215 700816 215 702096 215 703376 215 704656 215 705936 215 707211 225 708491 225 709771 225 711051 225 712331 225 713611 225 714891 225 716171 225 717446 235 718726 235 720006 235 721286 235 722566 235 723846 235 725126 235 726401 245 727681 245 728961 245 730241 245 731521 250 732801 250 734081 250 735361 250 736641 250 737921 250 739201 250 740481 250 741756 255 743036 255 744316 255 745596 255 746876 260 748156 260 749436 260 750716 260 751996 260 753276 260 754556 260 755836 260 757116 265 758396 265 759676 265 760956 265 762231 270 763511 270 764791 270 766071 270 767351 270 768631 270 769911 270 771191 275 772471 275 773751 275 775031 275 776311 275 777591 275 778871 275 780151 275 781431 275 782711 275 783991 275 785271 275 786551 275 787831 275 789111 275 790391 275 791671 280 792951 280 794231 280 795511 280 796791 280 798071 280 799351 280 800631 280 801911 280 803191 280 804471 280 805751 280 807031 280 808311 280 809591 280 810871 280 812146 285 813426 285 814706 285 815986 285 817266 285 818546 285 819826 285 821106 285 822386 285 823666 285 824946 285 826226 285 827506 285 828786 285 830066 285 831346 285 832626 285 833906 285 835186 285 836466 285 837746 285 839026 285 840306 285 841586 285 842866 285 844146 285 845426 285 846711 280 847991 280 849271 280 850551 280 851831 280 853111 280 854391 280 855671 280 856951 280 858231 280 859511 280 860791 280 862071 280 863351 280 864631 280 865916 275 867196 275 868476 275 869756 275 871036 275 872316 275 873596 275 874876 275 876156 275 877436 275 878716 275 879996 275 881281 270 882561 270 883841 270 885121 270 886401 270 887681 270 888961 270 890241 270 891526 265 892806 265 894086 265 895366 265 896646 260 897926 260 899206 260 900491 255 901771 255 903051 255 904331 255 905611 250 906891 250 908171 250 909451 250 910736 245 912016 245 913296 245 914576 245 915856 235 917136 235 918416 235 919696 235 920976 225 922256 225 923536 225 924816 225 926101 210 927381 210 928661 210 929941 210 931221 205 932501 205 933781 205 935061 205 936341 195 937621 195 938901 195 940181 195 941466 180 942746 180 944026 180 945306 170 946586 170 947866 170 949146 170 950426 155 951706 155 952986 155 954266 155 955551 140 956831 140 958111 140 959391 140 960671 135 961951 135 963231 135 964511 135 965796 120 967076 120 968356 120 969636 120 970916 120 972196 120 973476 120 974756 120 976041 110 977321 110 978601 110 979881 110 981166 100 982446 100 983726 100 985006 100 986286 100 987566 100 988846 100 990131 90 991411 90 992691 90 993971 90 995256 85 996536 85 997816 85 999096 85 1000381 75 1001661 75 1002941 75 1004221 75 1005506 65 1006786 65 1008066 65 1009346 65 1010631 55 1011911 55 1013191 55 1014471 55 1015761 35 1017041 35 1018321 35 1019601 35
e56a6d9ba9d45c3dbc695325ded465ef_0,677996 45 679276 45 680556 45 681821 75 683101 75 684381 75 685661 75 686931 95 688211 95 689491 95 690771 95 692036 115 693316 115 694596 115 695876 115 697151 125 698431 125 699711 125 700991 125 702266 135 703546 135 704826 135 706106 135 707376 155 708656 155 709936 155 711216 155 712491 165 713771 165 715051 165 716331 165 717606 170 718886 170 720166 170 721446 170 722721 180 724001 180 725281 180 726556 190 727836 190 729116 190 730396 190 731671 200 732951 200 734231 200 735511 200 736786 205 738066 205 739346 205 740626 205 741901 215 743181 215 744461 215 745741 215 747011 225 748291 225 749571 225 750851 225 752121 235 753401 235 754681 235 755961 235 757226 250 758506 250 759786 250 761066 250 762331 265 763611 265 764891 265 766171 265 767431 285 768711 285 769991 285 771256 305 772536 305 773816 305 775096 305 776366 315 777646 315 778926 315 780206 315 781476 325 782756 325 784036 325 785316 325 786586 335 787866 335 789146 335 790426 335 791701 340 792981 340 794261 340 795541 340 796816 350 798096 350 799376 350 800656 350 801931 355 803211 355 804491 355 805771 355 807046 365 808326 365 809606 365 810886 365 812166 380 813446 380 814726 380 816001 400 817281 400 818561 400 819841 400 821121 410 822401 410 823681 410 824961 410 826236 420 827516 420 828796 420 830076 420 831356 420 832636 420 833916 420 835196 420 836471 430 837751 430 839031 430 840311 430 841591 435 842871 435 844151 435 845431 435 846706 440 847986 440 849266 440 850546 440 851826 445 853106 445 854386 445 855666 445 856941 450 858221 450 859501 450 860781 450 862061 450 863341 450 864621 450 865901 455 867181 455 868461 455 869741 455 871016 460 872296 460 873576 460 874856 460 876136 460 877416 460 878696 460 879976 460 881256 460 882536 460 883816 460 885096 460 886376 465 887656 465 888936 465 890216 465 891491 470 892771 470 894051 470 895331 470 896611 470 897891 470 899171 470 900451 470 901731 470 903011 470 904291 470 905571 475 906851 475 908131 475 909411 475 910691 475 911971 475 913251 475 914531 475 915811 475 917091 475 918371 475 919651 475 920931 475 922211 475 923491 475 924771 475 926051 475 927331 475 928611 475 929891 475 931166 480 932446 480 933726 480 935006 480 936286 480 937566 480 938846 480 940126 480 941406 480 942686 480 943966 480 945246 485 946526 485 947806 485 949086 485 950371 480 951651 480 952931 480 954211 480 955491 480 956771 480 958051 480 959331 480 960616 475 961896 475 963176 475 964456 475 965736 475 967016 475 968296 475 969576 475 970856 475 972136 475 973416 475 974696 475 975981 470 977261 470 978541 470 979821 470 981101 470 982381 470 983661 470 984941 470 986226 465 987506 465 988786 465 990066 465 991346 465 992626 465 993906 465 995191 460 996471 460 997751 460 999031 460 1000316 455 1001596 455 1002876 455 1004156 455 1005436 455 1006716 455 1007996 455 1009276 455 1010561 450 1011841 450 1013121 450 1014401 450 1015686 445 1016966 445 1018246 445 1019526 445 1020806 445 1022086 445 1023366 445 1024646 445 1025931 440 1027211 440 1028491 440 1029771 440 1031056 435 1032336 435 1033616 435 1034901 430 1036181 430 1037461 430 1038741 430 1040026 420 1041306 420 1042586 420 1043866 420 1045146 420 1046426 420 1047706 420 1048986 420 1050271 415 1051551 415 1052831 415 1054111 415 1055396 405 1056676 405 1057956 405 1059236 405 1060521 400 1061801 400 1063081 400 1064361 400 1065646 390 1066926 390 1068206 390 1069486 390 1070766 390 1072046 390 1073326 390 1074606 390 1075886 390 1077166 390 1078446 390 1079731 380 1081011 380 1082291 380 1083571 380 1084846 385 1086126 385 1087406 385 1088686 385 1089971 375 1091251 375 1092531 375 1093811 375 1095086 380 1096366 380 1097646 380 1098926 380 1100211 370 1101491 370 1102771 370 1104051 370 1105326 370 1106606 370 1107886 370 1109166 370 1110451 365 1111731 365 1113011 365 1114291 365 1115566 365 1116846 365 1118126 365 1119406 365 1120691 355 1121971 355 1123251 355 1124526 360 1125806 360 1127086 360 1128366 360 1129646 355 1130926 355 1132206 355 1133486 355 1134766 355 1136046 355 1137326 355 1138606 355 1139886 355 1141166 355 1142446 355 1143726 355 1145001 355 1146281 355 1147561 355 1148841 355 1150121 355 1151401 355 1152681 355 1153961 355 1155236 355 1156516 355 1157796 355 1159076 355 1160356 355 1161636 355 1162916 355 1164191 360 1165471 360 1166751 360 1168031 360 1169306 360 1170586 360 1171866 360 1173146 360 1174426 355 1175706 355 1176986 355 1178266 355 1179546 355 1180826 355 1182106 355 1183386 355 1184671 345 1185951 345 1187231 345 1188511 345 1189791 345 1191071 345 1192351 345 1193631 345 1194916 335 1196196 335 1197476 335 1198756 335 1200036 330 1201316 330 1202596 330 1203876 330 1205166 315 1206446 315 1207726 315 1209016 300 1210296 300 1211576 300 1212856 300 1214141 290 1215421 290 1216701 290 1217981 290 1219286 260 1220566 260 1221846 260 1223126 260 1224426 230 1225706 230 1226986 230 1228266 230 1229621 85 1229741 20 1230901 85 1231021 20 1232181 85 1232301 20 1233461 85 1233581 20
e56a6d9ba9d45c3dbc695325ded465ef_1,
318ecf467d7ad048df39beb176363408_0,469181 30 470461 30 471741 30 473021 30 474291 50 475571 50 476851 50 478131 50 479401 70 480681 70 481961 70 483241 70 484511 85 485791 85 487071 85 488351 85 489626 95 490906 95 492186 95 493461 105 494741 105 496021 105 497301 105 498576 115 499856 115 501136 115 502416 115 503696 115 504976 115 506256 115 507536 115 508811 125 510091 125 511371 125 512651 125 513931 125 515211 125 516491 125 517771 125 519046 135 520326 135 521606 135 522886 135 524166 135 525446 135 526726 135 528001 145 529281 145 530561 145 531841 145 533121 145 534401 145 535681 145 536961 145 538241 150 539521 150 540801 150 542081 150 543356 155 544636 155 545916 155 547196 160 548476 160 549756 160 551036 160 552316 160 553596 160 554876 160 556156 160 557436 160 558716 160 559996 160 561276 160 562551 170 563831 170 565111 170 566391 170 567671 170 568951 170 570231 170 571511 170 572791 170 574071 170 575351 170 576626 175 577906 175 579186 175 580466 175 581746 180 583026 180 584306 180 585586 180 586866 180 588146 180 589426 180 590706 180 591986 180 593266 180 594546 180 595826 180 597106 180 598386 180 599666 180 600946 185 602226 185 603506 185 604786 185 606071 180 607351 180 608631 180 609911 180 611191 180 612471 180 613751 180 615031 180 616311 180 617591 180 618871 180 620151 180 621431 180 622711 180 623991 180 625271 180 626551 180 627831 180 629111 180 630391 180 631671 180 632951 180 634231 180 635516 175 636796 175 638076 175 639356 175 640636 180 641916 180 643196 180 644476 180 645756 180 647036 180 648316 180 649596 180 650876 180 652156 180 653436 180 654721 175 656001 175 657281 175 658561 175 659841 175 661121 175 662401 175 663681 175 664961 175 666241 175 667521 175 668801 175 670086 165 671366 165 672646 165 673926 165 675206 165 676486 165 677766 165 679051 160 680331 160 681611 160 682891 160 684171 160 685451 160 686731 160 688011 160 689296 150 690576 150 691856 150 693136 150 694416 150 695696 150 696976 150 698256 150 699541 140 700821 140 702101 140 703381 140 704666 135 705946 135 707226 135 708511 125 709791 125 711071 125 712351 125 713631 125 714911 125 716191 125 717471 125 718756 115 720036 115 721316 115 722596 115 723881 105 725161 105 726441 105 727721 105 729006 100 730286 100 731566 100 732856 85 734136 85 735416 85 736696 85 737986 70 739266 70 740546 70 741826 70 743111 60 744391 60 745671 60 746951 60 748241 45 749521 45 750801 45 752081 45 753371 30 754651 30 755931 30 757211 30
318ecf467d7ad048df39beb176363408_1,
aafac813fe3ccba3e032dd2948a80c64_0,
aafac813fe3ccba3e032dd2948a80c64_1,681401 5 681411 5 682681 5 682691 5 683961 5 683971 5 685241 5 685251 5 686516 25 687796 25 689076 25 791386 35 792666 35 793946 35 795226 35 796491 65 797771 65 799051 65 800331 65 801606 80 802886 80 804166 80 805441 95 806721 95 808001 95 809281 95 810556 105 811836 105 813116 105 814396 105 815671 120 816951 120 818231 120 819511 120 820791 125 822071 125 823351 125 824626 130 825906 130 827186 130 828466 130 829746 135 831026 135 832306 135 833586 135 834866 140 836146 140 837426 140 838706 140 839981 145 841261 145 842541 145 843821 145 845101 145 846381 145 847661 145 848941 150 850221 150 851501 150 852781 150 854056 155 855336 155 856616 155 857896 155 859176 155 860456 155 861736 155 863011 160 864291 160 865571 160 866851 160 868131 160 869411 160 870691 160 871971 160 873246 165 874526 165 875806 165 877086 165 878366 165 879646 165 880926 165 882206 165 883486 165 884766 165 886046 165 887326 165 888606 165 889886 165 891166 165 892446 165 893726 165 895006 165 896286 165 897566 165 898846 165 900126 165 901406 160 902686 160 903966 160 905246 160 906526 160 907806 160 909086 160 910366 160 911646 155 912926 155 914206 155 915486 155 916771 150 918051 150 919331 150 920611 145 921891 145 923171 145 924451 145 925736 135 927016 135 928296 135 929576 135 930861 125 932141 125 933421 125 934706 115 935986 115 937266 115 938546 115 939836 100 941116 100 942396 100 943676 100 944976 75 946256 75 947536 75 948816 75 950136 25 951416 25 952696 25
